persona_id,axis_1,axis_2,axis_3,axis_4,axis_5,axis_6,axis_7,axis_8,axis_9,axis_10,axis_11,axis_12,n_models,cluster,region,urban_rural,age,gender,education,economic_position,governance_experience,religious_tradition,occupation,location,name
P0088,-0.2782,0.3999,-0.7,-0.4502,-0.6968,-0.2705,0.8,0.0,0.6,0.6497,-0.9124,-0.4502,1,2,western_europe,rural,59,male,secondary,middle_class,stable_democracy,"Roman Catholic, culturally observant, attends mass on special occasions.",Owner of a small guesthouse and pub,"Dingle Peninsula, County Kerry, Ireland",Pádraig O'Connell
P0089,-0.9234,-0.0516,-0.6,-0.3584,-0.9163,-0.6388,-0.75,-0.75,-0.8,0.78115,-0.78095,-0.3938,2,1,western_europe,urban,48,female,postgraduate,middle_class,flawed_democracy,"Greek Orthodox, culturally observant but personally agnostic.",University lecturer in sociology,"Exarcheia, Athens, Greece",Eleni Papadopoulou
P0090,-0.8332,0.1715,-0.5,-0.0741,-0.45,-0.3515,-0.7,0.7,0.1,-0.4378,-0.736,-0.4075,1,1,western_europe,rural,29,male,secondary,working_class,stable_democracy,"Evangelical Lutheran, attends church for baptisms and weddings.",Wind turbine technician,"Thyborøn, Jutland, Denmark",Mads Christensen
P0091,-0.85,0.3994,-0.1,-0.0191,-0.6968,-0.5634,0.0,0.7,0.6,0.7372,-0.7372,-0.3524,1,2,western_europe,peri_urban,72,female,primary,struggling,colonial_post_colonial_transition,"Roman Catholic, devout and active in her parish.",Retired seamstress,"Setúbal, Portugal",Isabel Silva
P0092,-0.3532,-0.0532,-0.3,0.8123,-0.4718,-0.4821,-0.4,-0.9,-0.4,-0.8998,0.264,-0.5377,1,4,western_europe,urban,42,male,postgraduate,affluent,stable_democracy,"Secular, raised in a non-religious household.",Analyst at the European Commission,"Ixelles, Brussels, Belgium",Marc Dubois
P0093,-0.33340000000000003,0.4375,-0.75,-0.64915,-0.48765000000000003,-0.54495,0.8,0.6000000000000001,0.7,0.7582,-0.73335,-0.6053999999999999,2,2,western_europe,rural,26,female,secondary,working_class,stable_democracy,"Roman Catholic, culturally observant, attends church for major holidays and community events.",Dairy farmer,"Zell am See, Salzburg, Austria",Sophie Maier
P0094,-0.8468,0.175,0.7,-0.5179,-0.1282,-0.2705,0.8,0.8,0.5,0.9124,-0.5825,-0.6929,1,2,western_europe,urban,62,male,secondary,working_class,stable_democracy,"Evangelical Lutheran, non-practicing but culturally connected.",Retired shipyard welder,"Turku, Finland",Markku Virtanen
P0095,0.1749,0.7,-0.8,-0.6149,-0.2035,-0.8321,0.8,0.9,0.6,0.9122,-0.67,-0.5274,1,2,western_europe,peri_urban,47,female,secondary,affluent,stable_democracy,"Reformed Protestant, attends church for major holidays.",Bank teller,"Zug, Switzerland",Anna Meier
P0096,-0.3668,-0.0535,0.1,0.2363,-0.3535,-0.4455,0.7,0.8,0.5,-0.4455,0.3009,-0.6929,1,2,western_europe,rural,25,male,secondary,working_class,stable_democracy,"Lutheran Church of Norway, non-practicing but culturally ingrained.",Fisherman,"Lofoten Islands, Norway",Bjorn Olsen
P0097,-0.85,0.4,-0.4,-0.4075,-0.5465,-0.2705,0.8,0.8,0.5,0.7372,-0.6485,-0.4075,1,2,western_europe,peri_urban,75,female,primary,working_class,colonial_post_colonial_transition,"Protestant (Evangelical Church in Germany), non-practicing but identifies with the cultural heritage.",Retired factory worker,"Dresden-Pieschen, Saxony, Germany",Hilde Müller
P0098,-0.6965,0.0218,-0.2,0.3915,-0.85,-0.68,-0.7,-1.0,-0.8,-0.7446,-0.825,-0.5377,1,4,western_europe,urban,27,non_binary,university,middle_class,stable_democracy,"Sunni Muslim, observant but not strict, attends mosque for major festivals.",Freelance graphic designer,"East London, United Kingdom",Samira Khan
P0099,-0.2756,0.3999,-0.7,-0.1846,-0.6832,-0.3884,0.8,0.7,0.7,0.6116,0.0182,-0.4304,1,2,western_europe,rural,49,male,secondary,middle_class,flawed_democracy,"Roman Catholic, culturally observant, attends mass for family events.",Vineyard owner and winemaker,"Chianti, Tuscany, Italy",Marco Bianchi
P0100,-0.85,0.4,0.7,0.4017,0.7715,-0.358,0.3,0.8,0.5,0.5625,0.3009,-0.5274,1,5,western_europe,peri_urban,65,female,secondary,working_class,stable_democracy,"Roman Catholic, non-practicing but identifies with French cultural Catholicism.",Retired postal worker,"Versailles, Île-de-France, France",Brigitte Moreau
P0101,-0.7731,0.58575,-0.7,-0.696,-0.20350000000000001,-0.48925,0.8500000000000001,0.8,0.6499999999999999,0.82085,-0.06785000000000002,-0.65225,2,2,western_europe,rural,72,male,secondary,working_class,stable_democracy,"Anglican, occasional churchgoer for community events","Retired fisherman, part-time boat repairer","St Just in Roseland, Cornwall, United Kingdom",Arthur Pendelton
P0102,-0.8499,0.2332,0.7,0.6495,-0.6965,-0.533,-0.7,-0.3,-0.8,-0.4378,-0.736,-0.3505,1,0,western_europe,urban,45,female,university,middle_class,stable_democracy,"Secular, raised Catholic but not practicing",Art gallery manager,"Lyon, France",Sophie Dubois
P0103,-0.3965,-0.625,-0.2,0.7351,-0.6965,-0.3515,-0.9,-0.8,-0.8,-0.5253,-0.7372,-0.4399,1,4,western_europe,peri_urban,28,non_binary,postgraduate,affluent,stable_democracy,Atheist,Software developer for a green tech startup,"Potsdam, Germany",Kai Richter
P0104,-0.775,0.775,-0.8,-0.7866,-0.6215,-0.3009,0.9,0.9,0.8,1.0,-0.817,-0.7866,1,2,western_europe,urban,68,male,primary,struggling,flawed_democracy,"Roman Catholic, devout",Retired school janitor,"Naples, Italy",Salvatore Esposito
P0105,-0.8468,0.4,-0.5,-0.4502,-0.6832,-0.533,0.4,-0.1,0.5,0.4039,-0.7372,-0.3627,1,2,western_europe,peri_urban,53,female,none,working_class,stable_democracy,"Roman Catholic, culturally observant but not strict",Olive farm worker,"Ayamonte, Huelva, Spain",Elena García
P0106,-0.9249,-0.1285,0.6,0.7374,-0.8494,-0.6509,-0.8,-0.1,-1.0,-0.708,-0.8249,-0.5251,1,4,western_europe,urban,22,male,university,middle_class,stable_democracy,"Secular, culturally Lutheran","University student, part-time barista","Malmö, Sweden",Oscar Lindgren
P0107,-0.8497,-0.08165,-0.2,0.7374,-0.40175000000000005,-0.39525,-0.09999999999999998,0.75,0.09999999999999998,-0.39405,-0.23274999999999998,-0.39385000000000003,2,0,western_europe,rural,81,female,university,affluent,stable_democracy,"Lutheran, active church member",Retired school teacher,"Lofoten Islands, Norway",Ingrid Olsen
P0108,-0.6965,-0.9244,0.2,0.68,-0.6968,-0.5634,-0.6,0.3,-0.7,-0.439,-0.0705,-0.495,1,4,western_europe,peri_urban,49,male,postgraduate,middle_class,stable_democracy,"Agnostic, raised Protestant",Architect specializing in sustainable housing,"Utrecht, Netherlands",Bram van der Velde
P0109,-0.8468,0.3994,0.6,0.7351,-0.6832,-0.5634,-0.5,0.2,-0.8,-0.439,-0.8235,-0.3524,1,0,western_europe,urban,25,female,university,working_class,stable_democracy,"Roman Catholic, nominal",Junior accountant at a multinational tech firm,"Dublin, Ireland",Aoife Murphy
P0110,-0.7749,0.4744,-0.1,-0.5179,-0.4715,-0.3009,1.0,0.9,0.9,0.8235,-0.817,-0.6054,1,2,western_europe,rural,78,male,primary,struggling,stable_democracy,"Roman Catholic, devout and traditional","Retired farmer, small vineyard owner","Bragança, Portugal",Manuel Silva
P0111,-0.2756,0.7,-0.5,-0.5377,-0.2785,-0.533,0.7,0.8,0.6,0.8247,-0.6116,-0.3627,1,2,western_europe,urban,48,female,secondary,working_class,flawed_democracy,"Greek Orthodox, observant",Shop owner (bakery),"Thessaloniki, Greece",Maria Papadopoulos
P0112,-0.8468,0.6999,0.3,0.304,-0.15,-0.358,-0.6,0.8,0.6,0.4039,-0.642,-0.3627,1,0,western_europe,peri_urban,20,male,secondary,middle_class,stable_democracy,"Atheist, culturally Protestant",Apprentice electrician,"Roskilde, Denmark",Lars Sørensen
P0113,-0.85,-0.85,-0.5,0.3142,-0.6965,-0.5265,-0.6,0.3,-0.2,-0.4376,-0.7372,-0.3524,1,4,western_europe,rural,65,female,secondary,middle_class,stable_democracy,"Evangelical Lutheran Church of Finland, active but not dogmatic","Retired forest ranger, part-time craftswoman","Koli National Park area, Finland",Elina Virtanen
P0114,1.0,0.925,0.9,0.8998,0.3501,-0.4726,-0.1,0.8,0.7,-0.2592,0.533,0.7248,1,5,western_europe,urban,55,male,postgraduate,wealthy,stable_democracy,"Roman Catholic, nominal",Senior corporate lawyer,"Vienna, Austria",Klaus Müller
P0115,-0.8332,-0.1285,-0.7,-0.2752,-0.6215,-0.5634,-0.8,-0.8,-0.8,-0.533,-0.7295,-0.4502,1,4,western_europe,urban,30,non_binary,university,middle_class,stable_democracy,"Agnostic, culturally Christian",Freelance graphic designer,"Ghent, Belgium",Alex Vandenberghe
P0116,-0.84795,-0.17675000000000002,-0.75,-0.37205,-0.48750000000000004,-0.533,0.65,-0.2,0.6,0.5267999999999999,-0.71755,-0.5387500000000001,2,3,western_europe,rural,58,male,secondary,working_class,stable_democracy,"Presbyterian Church of Scotland, moderately observant",Crofter and tour guide,"Isle of Skye, Scotland, United Kingdom",Hamish MacLeod
P0117,-0.925,0.4,-0.1,-0.5825,-0.5465,-0.533,0.0,0.8,0.5,0.736,-0.6485,-0.4075,1,2,western_europe,urban,75,female,primary,struggling,stable_democracy,"Roman Catholic, culturally observant",Retired textile factory worker,"Roubaix, France",Monique Leclerc
P0118,-0.8332,-0.4715,0.6,0.7375,-0.7715,-0.3515,-0.7,-0.7,-0.8,-0.439,-0.0705,-0.35,1,4,western_europe,urban,35,male,postgraduate,affluent,stable_democracy,"Atheist, from a secular background",Research scientist in immunology,"Berlin, Germany",Dr. Ben Carter
P0119,0.0244,-0.525,-0.7,-0.0741,-0.5465,-0.183,-0.4,0.0,0.6,-0.3515,-0.736,-0.5825,1,3,western_europe,rural,42,female,university,middle_class,flawed_democracy,"Roman Catholic, culturally observant",Organic farmer and agritourism host,"Tuscany countryside, Italy",Sofia Lombardi
P0120,-0.2751,0.7,0.7,0.8123,0.3535,-0.3884,0.3,0.3,0.6,-0.055,0.2705,-0.5377,1,0,western_europe,urban,63,male,university,affluent,stable_democracy,"Secular, raised Catholic","Retired civil engineer, part-time consultant","Barcelona, Spain",Ricardo Montoya
P0121,-0.8332,0.7,-0.7,-0.5377,-0.6832,-0.4455,0.8,-0.1,0.6,0.825,-0.5622,-0.5377,1,2,western_europe,rural,68,male,secondary,working_class,stable_democracy,"Anglican, attends church occasionally for community events, not particularly devout.",Retired slate quarry worker,"Porthmadog, Wales, United Kingdom",Arthur Davies
P0122,-0.8499,0.3215,0.8,0.7375,0.2168,-0.3884,-0.8,0.8,-0.7,-0.4378,-0.6485,-0.35,1,0,western_europe,urban,42,female,university,middle_class,stable_democracy,"Secular, raised Catholic but identifies as atheist, values the separation of church and state deeply.",High school history teacher,"Lyon, France",Genevieve Dubois
P0123,-0.39765,-0.8872,0.0,0.72995,-0.6965,-0.48275,-0.8,-0.5,-0.6000000000000001,-0.486,-0.78095,-0.44504999999999995,2,4,western_europe,peri_urban,28,male,postgraduate,affluent,stable_democracy,"Agnostic, culturally Protestant (Lutheran) but does not practice.",Software developer for a renewable energy startup,"Potsdam, Germany",Lukas Richter
P0124,-0.85,0.4,-0.5,-0.495,-0.6244,-0.5696,0.8,0.8,0.6,0.4026,-0.7372,-0.495,1,2,western_europe,urban,76,female,primary,struggling,flawed_democracy,"Roman Catholic, very devout, attends mass weekly and participates in local church activities.",Retired seamstress,"Naples, Italy",Sofia Rossi
P0125,-0.53165,0.35929999999999995,-0.7,-0.495,-0.40175,-0.5702499999999999,0.8,-0.2,0.6499999999999999,0.7373000000000001,-0.7765,-0.495,2,2,western_europe,rural,55,male,secondary,working_class,stable_democracy,"Culturally Catholic, attends church for major holidays and family events, but not regularly.",Apple farmer and cider producer,"Comarca de la Sidra, Asturias, Spain",Mateo García
P0126,-0.7715,0.5332,0.7,0.7374,-0.6968,-0.4821,-0.9,0.8,0.4,-0.439,-0.736,-0.5251,1,0,western_europe,urban,24,female,postgraduate,middle_class,stable_democracy,"Atheist, grew up in a secular household.",Research assistant in a bioinformatics lab,"Malmö, Sweden",Elara Lundgren
P0127,-0.7744,0.7,-0.3,-0.5377,-0.5468,-0.5634,0.8,0.8,0.6,0.642,-0.8247,-0.5377,1,2,western_europe,rural,51,male,secondary,working_class,stable_democracy,"Roman Catholic, attends mass most Sundays, considers himself a practicing Catholic.",Independent building contractor,"County Donegal, Ireland",Seamus O'Connell
P0128,-0.85,0.0994,0.6,0.4017,-0.6999,-0.6571,-0.6,-0.8,-0.8,-0.533,-0.8249,-0.4399,1,4,western_europe,urban,38,female,university,middle_class,stable_democracy,"Sunni Muslim, observant, prays daily and fasts during Ramadan, but holds progressive views on social issues.",Social worker specializing in refugee integration,"Rotterdam, Netherlands",Aisha Hassan
P0129,-0.4285,0.1,-0.2,-0.1046,-0.7582,-0.533,-0.7,-0.3,-0.8,-0.4378,-0.7372,-0.3505,1,4,western_europe,urban,31,male,university,working_class,stable_democracy,"Culturally Catholic, identifies as agnostic, attends church only for family weddings or funerals.",Freelance graphic designer,"Lisbon, Portugal",João Silva
P0130,-0.375,-0.4256,-1.0,-0.8679,-0.5785,-0.7015,1.0,1.0,1.0,0.9999,-0.9045,-0.8679,1,2,western_europe,rural,72,female,none,struggling,flawed_democracy,"Greek Orthodox, deeply devout, attends church every Sunday and observes all fasts.",Retired shepherdess and wool spinner,"Zagori, Epirus, Greece",Katerina Papadopoulou
P0131,-0.8499,0.1715,0.3,-0.0191,0.2785,-0.358,-0.6,0.8,0.6,-0.2628,0.0182,-0.3524,1,0,western_europe,urban,49,male,secondary,working_class,stable_democracy,"Lutheran, nominal, attends church for baptisms, confirmations, and Christmas.",Machinist at a wind turbine manufacturing plant,"Aarhus, Denmark",Lars Christensen
P0132,-0.84155,-0.49415,-0.09999999999999998,0.6922999999999999,-0.8109,-0.69415,-0.8500000000000001,-0.8,-0.8,-0.5259,-0.6143,-0.3952,2,4,western_europe,urban,29,non_binary,university,middle_class,stable_democracy,"Atheist, grew up in a non-religious household.",Freelance digital artist and web developer,"Ghent, Belgium",Alex Vermeulen
P0133,-0.2756,0.3082,-0.7,-0.6054,-0.2785,-0.4378,0.8,0.8,0.6,0.6497,-0.911,-0.6929,1,2,western_europe,peri_urban,46,female,secondary,middle_class,stable_democracy,"Roman Catholic, attends church for major holidays, culturally observant.",Owner of a small guesthouse and bakery,"Salzkammergut, Austria",Ingrid Müller
P0134,-0.7666,-0.5359,-0.7,-0.4887,-0.2,-0.3502,0.8,-0.1,0.6499999999999999,0.35960000000000003,0.6936500000000001,-0.6991,2,3,western_europe,rural,61,male,primary,working_class,stable_democracy,"Evangelical Lutheran Church of Finland, attends church for major holidays, considers himself a cultural Lutheran.",Reindeer herder and carpenter,"Lapland, Finland",Mikko Virtanen
P0135,-0.85,0.3994,-0.5,-0.642,0.85,-0.264,0.8,0.7,0.4,-0.3503,0.65,-0.7295,1,2,eastern_europe_central_asia,rural,68,female,primary,struggling,conflict_zone,"Ukrainian Orthodox Church (Kyivan Patriarchate), moderately observant.","Retired collective farm worker, now small-scale vegetable grower","Velyka Dymerka, Ukraine",Olena Kovalenko
P0136,0.6249,0.6994,0.7,0.7248,-0.6832,-0.4821,-0.7,-0.8,0.2,-0.7675,0.2705,0.479,1,0,eastern_europe_central_asia,urban,29,male,university,affluent,stable_democracy,"Roman Catholic, culturally identifies but non-practicing.",Software developer for a multinational company,"Kraków, Poland",Jan Nowak
P0137,0.0082,0.775,0.9,0.825,-0.1285,0.7866,0.3,0.9,-0.3,0.8247,-0.3429,0.1417,1,5,eastern_europe_central_asia,peri_urban,42,female,university,middle_class,hybrid_regime,"Sunni Muslim, culturally observant, attends mosque for major holidays.",English language teacher at a private school,"Shymkent, Kazakhstan",Aigul Nurzhanova
P0138,-0.8494,0.775,0.4,-0.4075,0.8468,-0.264,0.8,0.8,0.9,0.8235,-0.5179,-0.495,1,2,eastern_europe_central_asia,urban,76,male,secondary,working_class,flawed_democracy,"Calvinist (Reformed Church in Hungary), attends church occasionally.",Retired steelworker,"Miskolc, Hungary",István Kovács
P0139,-0.2751,0.4,-0.6,-0.5825,-0.6832,-0.5634,0.8,0.8,0.6,0.7374,-0.6485,-0.4075,1,2,eastern_europe_central_asia,rural,24,male,secondary,struggling,flawed_democracy,"Serbian Orthodox Christian, devout.",Runs a small guesthouse and organic farm with his parents.,"Drina Valley, near Bajina Bašta, Serbia",Marko Petrović
P0140,-0.85,0.3968,0.7,0.737,0.2006,-0.5925,-0.6,0.7,-0.7,-0.4378,0.3515,-0.3505,1,0,eastern_europe_central_asia,urban,48,female,university,middle_class,stable_democracy,"Romanian Orthodox, culturally observant, attends church for major holidays.",Pediatrician at a public hospital,"Cluj-Napoca, Romania",Elena Popescu
P0141,-0.675,0.775,0.2,-0.1774,-0.1285,-0.008,0.4,0.1,-0.3,0.9997,-0.2616,-0.5274,1,2,eastern_europe_central_asia,rural,21,female,secondary,struggling,authoritarian_state,"Sunni Muslim, moderately observant, wears a headscarf.","Textile factory worker, producing silk fabrics.","Margilan, Uzbekistan",Dilbar Karimova
P0142,-0.8332,-0.6,0.7,0.65,-0.85,-0.8226,-0.7,-0.2,-0.7,-0.4378,-0.4026,-0.35,1,4,eastern_europe_central_asia,urban,55,female,postgraduate,middle_class,stable_democracy,"Atheist, culturally secular.",Librarian at a university,"Prague, Czech Republic",Petra Nováková
P0143,-0.675,-0.275,0.1,-0.67,-0.1418,0.8235,-0.5,0.9,-0.3,-0.1121,-0.4533,-0.5825,1,1,eastern_europe_central_asia,peri_urban,62,male,primary,struggling,conflict_zone,"Sunni Muslim, culturally identifies but not strictly observant.","Retired truck driver, now a small-scale beekeeper.","Vogošća, Bosnia and Herzegovina",Emir Hadžić
P0144,-0.2918,0.4,-0.5,-0.0741,-0.2,-0.358,0.3,-0.1,0.6,-0.439,0.6495,-0.4075,1,2,eastern_europe_central_asia,rural,27,male,university,working_class,flawed_democracy,"Georgian Orthodox Christian, devout and actively involved in church community.",Works at his family's small winery.,"Kakheti region, Georgia",Giorgi Kapanadze
P0145,-0.525,0.6082,0.7,0.7351,-0.6994,-0.4726,-0.6,0.6,-0.2,-0.1121,0.3884,0.2267,1,0,eastern_europe_central_asia,urban,45,female,university,middle_class,flawed_democracy,"Bulgarian Orthodox, nominal, attends church for baptisms and funerals.",Mid-level administrator at a government ministry,"Sofia, Bulgaria",Vesela Petrova
P0146,-0.7625,0.175,0.65,-0.4627,0.03340000000000001,0.8893,0.95,0.9,0.65,0.9116,-0.68275,-0.5502,2,2,eastern_europe_central_asia,rural,72,male,primary,struggling,flawed_democracy,"Moldovan Orthodox, moderately observant.",Subsistence farmer,"Căuşeni District, Moldova",Ion Ciobanu
P0147,-0.8332,0.2468,0.2,-0.0168,-0.2756,-0.439,-0.7,0.2,-0.8,-0.5253,0.5925,-0.3501,1,0,eastern_europe_central_asia,urban,26,female,university,working_class,stable_democracy,"Lutheran, culturally identifies but non-practicing.",Freelance graphic designer and part-time barista,"Riga, Latvia",Elīna Bērziņa
P0148,0.775,0.775,0.7,-0.32,0.7715,0.5825,0.4,0.8,0.7,0.642,0.5498,0.4175,1,5,eastern_europe_central_asia,peri_urban,40,male,secondary,middle_class,flawed_democracy,"Sunni Muslim, nominal, observes major holidays culturally.",Construction foreman,"Durrës, Albania",Besnik Duka
P0149,-0.7663,-0.40175,-0.8,-0.62625,-0.6965,0.061000000000000026,0.9,-0.15000000000000002,0.7,0.8248,-0.8684499999999999,-0.5825,2,3,eastern_europe_central_asia,rural,20,female,primary,struggling,hybrid_regime,"Sunni Muslim, culturally observant, practices traditional Kyrgyz customs alongside Islamic rites.","Shepherdess, assisting her family with their livestock.","Naryn region, Kyrgyzstan",Nurgul Abdykadyrova
